date,supply,demand,imports,exports,stocks,days_cover,price,gdp_index,weather_index,refinery_runs,is_forecast
2018-01-01,38.36298210896489,64.14561233029937,12.590702783696427,11.828679843696928,4515.0,2181.9886803681993,627.0569446748177,100.41304464152054,59.021728991592916,91.11722832384282,False
2018-02-01,32.10214929302369,64.23786443364885,13.40432167147969,12.648841083909751,4482.8642848593745,1953.9908601057564,974.539194800035,100.61904671617428,58.699202683802,94.42723320026325,False
2018-03-01,39.86136455686047,65.04295664139548,12.55243089200558,10.530602427549857,4457.68269277484,2124.5676797550827,686.1870902347957,101.21506668618439,57.83443624675101,92.83736100670663,False
2018-04-01,51.52739335468879,65.80509801574617,13.144914029548277,14.270438016186642,4443.404988113783,2025.7115886601414,831.8950104450399,101.03761618223363,53.38228273954785,93.30484199418773,False
2018-05-01,73.68163317596634,65.2390872147039,13.501953859488964,11.037533795473387,4451.847534075045,2115.407793829795,656.5555714968649,101.29100825504378,49.748467124865954,93.03458492620004,False
2018-06-01,102.98636135691741,65.75158798620977,12.321126618595022,10.308849764260197,4489.082307445752,2048.2010145765257,766.1655422179717,101.22488094751145,45.07867499336109,92.54994631201886,False
2018-07-01,125.0821848054633,66.141042974869,12.584870365844347,11.648129746714226,4548.023449276347,2131.637491430804,651.8592537296579,101.33084961202327,43.40082295451762,94.48375215620645,False
2018-08-01,109.73993042984984,66.42890917778217,14.77360536774086,9.341508959622448,4591.334470528414,2142.61185902455,668.2371388703909,102.2074909102771,38.836871824378946,92.92183934277138,False
2018-09-01,86.8721440410772,65.34423005175944,12.820275161986178,10.403555871284958,4612.862384517732,2117.79787482255,696.434815242808,102.61744680066427,44.06976850603771,91.78722794862648,False
2018-10-01,60.341487433537985,66.53238842679804,15.972282859474277,9.959170193459261,4606.671483524472,2146.4255134381833,643.6685844440544,102.6569384695772,40.97201182882359,93.7926677833437,False
2018-11-01,46.475092323099126,66.26048248633484,12.877827709412303,12.538867630857652,4586.886093361236,2076.751898527395,784.3662714250953,102.43646586076025,52.899330939112225,93.56232587498748,False
2018-12-01,39.424042691149864,65.89078159462557,10.935844786201965,13.761574759118743,4560.41935445776,2145.565685621216,639.1764613500776,102.98069316363116,53.006302971607724,92.78251829052589,False
2019-01-01,39.22680328192658,65.89485648515462,10.486243747583732,12.200677424389271,4533.751301254532,2132.887114953411,647.0553708733904,103.12889678735704,58.05285404592519,93.31368256568781,False
2019-02-01,32.92023533391778,66.28841729370158,14.66640971213047,12.789475142231414,4500.383119294748,1900.9463867864272,1119.9875595710741,102.81560755288149,62.641439875829285,91.1184292015772,False
2019-03-01,38.86881702156677,65.70802404782816,12.31538893800669,10.584175205947297,4473.543912268487,2110.5468211824405,736.4977419977412,103.35805033452937,62.08604373526752,94.73120900012884,False
2019-04-01,52.224784208065174,65.34082383909717,11.486138456007836,12.37756446773445,4460.427872637454,2047.9208604507328,817.9030583696713,103.07268286772651,55.84046600153169,94.44439684152351,False
2019-05-01,74.08365328556405,66.51080482689098,15.029517265312286,11.425242661248122,4468.000721096128,2082.4890439151595,732.1261079161096,103.43567439679103,51.61460957488053,93.28178325639497,False
2019-06-01,104.91354810090843,67.02618868530024,12.565566722854308,14.729813866211616,4505.888080511736,2016.773518930492,859.269742224089,103.84690821422092,44.117677165813284,94.07403963222791,False
2019-07-01,125.5110824704518,66.1689725332666,12.247664920196538,13.275980224968777,4565.230190448921,2138.799054689356,719.6956251197894,104.08019093800999,46.23953499279922,96.5818619002871,False
2019-08-01,114.66812947220897,66.86361058177947,13.836765723611705,10.904874938490881,4613.034709339351,2138.7429536820277,625.9556819917498,104.80729728154576,36.33862742141098,90.99776923210291,False
2019-09-01,86.29595582925022,65.87742455084069,12.840576397491297,11.526429967525424,4633.4532406177605,2110.0338722449183,712.5364641418463,104.76897632277786,44.44062429727627,92.9081697731562,False
2019-10-01,59.442648829279165,65.30702059434324,13.316010010940149,9.051261462561202,4627.588868852697,2196.6283812809456,533.6828979184326,104.71314273371665,43.717046765652285,93.08262219420745,False
