date,supply,demand,imports,exports,stocks,days_cover,price,gdp_index,weather_index,refinery_runs,is_forecast
2018-01-01,105.05576519703402,140.81147787284058,25.39100134733683,18.792512295882204,3640.0,25.850165448068744,4.620393210051274,100.12463300402194,60.319484996025324,97.5686414250557,False
2018-02-01,105.06817300176203,131.50291341628372,17.829631356018446,15.636534363255993,2899.827268393393,22.051429835731028,4.91810769882087,100.03863273500382,58.212671489124645,93.97290246397984,False
2018-03-01,104.42329584266915,114.37188025282522,21.242172262574538,18.711322623520086,2591.4211516785545,22.65785213944265,5.071146521800249,100.1811885486208,60.35965265829913,93.2453957322657,False
2018-04-01,107.06564048166958,93.5206711591006,23.39420824561615,16.61745084523706,2997.7702313556238,32.05462700599863,4.132176396908903,100.64948602364964,52.10029536559591,89.48133894844754,False
2018-05-01,103.75714327178918,82.30705949379148,22.06297087925185,19.822400211076754,3662.7228284735525,44.50071295220839,3.5791037208788814,100.65489351555502,48.507152087466395,91.23061173233312,False
2018-06-01,103.47771044051345,90.87063201345337,20.012654403265806,23.649083435748178,4040.9351812853547,44.469099551184975,3.5596608979349313,100.74510000834556,43.19451359370361,92.87988886166346,False
2018-07-01,104.90417863403559,100.70018096325364,22.14773885469753,18.249761787281095,4171.259109079595,41.42255822362149,3.8012435650668914,100.19327813891663,40.64492408641932,92.06936924148346,False
2018-08-01,106.22318559712222,101.17752142770122,19.936338971942245,20.626142694167417,4327.674698331646,42.773084745153476,4.0168017979232085,100.173993775173,40.68133345744124,92.55519258224255,False
2018-09-01,104.03195571254228,89.67268051119378,20.091246044648738,20.818100687028796,4758.452954372102,53.06468957151457,3.022973025537483,99.95107022639226,43.7951687231244,90.19691654135006,False
2018-10-01,104.66851603721719,97.40650467053189,19.422998505076045,16.323893075672316,4983.575306739346,51.162654112225965,3.239402309709244,100.24329161971733,46.111983292095346,90.73535941513664,False
2018-11-01,105.3038227548881,118.85231384393603,22.99286044104989,20.192888761902864,4577.120574067908,38.51099255903495,4.215836988521942,100.34918641636285,47.25753929571121,93.58976112316176,False
2018-12-01,106.64624604211492,138.90024115805622,21.449256290500713,18.064396893418753,3577.2467254737276,25.75407137992753,4.4899654796215565,100.37283028398289,56.72047517198982,96.3069464491251,False
2019-01-01,105.64572839842369,143.64338481528534,26.034188783972656,17.805140934218226,2399.3193765510164,16.703305757075842,5.637815890968283,100.63626288191676,60.5442780608473,94.97499762661697,False
2019-02-01,108.36681718063478,133.4004693496737,22.561649241779186,20.426543433592553,1698.3771158179266,12.731417843561589,5.620559968266709,100.47511758409733,61.69115097987563,95.80826959068018,False
2019-03-01,103.33186840625893,116.8132141038003,17.714499486346227,17.563690430233677,1280.4553991941443,10.961562944893638,5.981985258521811,100.2196235140792,57.05765679679847,95.32256077581788,False
2019-04-01,107.50173433972554,96.50875994537148,22.46933155563375,17.662188937307548,1610.244631024766,16.684958255978426,5.416312478897526,99.381035843024,54.21837709402432,91.29811763566157,False
2019-05-01,105.9123416904379,85.10621722024108,18.535288336872124,20.296646904662904,2255.234489600867,26.499056864020712,4.667783889430071,99.54920121765741,48.60660092501343,89.49766550137751,False
2019-06-01,107.58377148812565,91.659045801457,20.225564805295917,21.402855021325436,2732.976260200927,29.81676534273373,4.240492726318603,99.7449200607766,46.31879460114295,88.2400449567232,False
2019-07-01,109.9667886880773,101.21417413280535,21.093560952486264,18.85838345422659,3004.307311414357,29.682673767335583,4.379550311143221,99.91908685075602,37.36641823481487,92.77421462395266,False
